source,doi,title,abstract,venue,year,citations,authors,url,filter_status
crossref,10.1002/for.2548,Financial volatility modeling: The feedback asymmetric conditional autoregressive range model,"Abstract An implied assumption in the asymmetric conditional autoregressive range (ACARR) model is that upward range is independent of downward range. This paper scrutinizes this assumption on a broad variety of stock indices. Instead of independence, we find significant cross‐interdependence between the upward range and the downward range. Regression test shows that the cross‐interdependence cannot be explained by leverage effect. To include the cross‐interdependence, a feedback asymmetric conditional autoregressive range (FACARR) model is proposed. Empirical studies are performed on a variety of stock indices, and the results show that the FACARR model outperforms the ACARR model with high significance for both in‐sample and out‐of‐sample forecasting.",Journal of Forecasting,2019,10,"Xie, Haibin",https://doi.org/10.1002/for.2548,pass
crossref,10.1002/for.3077,Forecasting realized volatility of crude oil futures prices based on machine learning,"Abstract Extending the popular HAR model with additional information channels to forecast realized volatility of WTI futures prices, we show that machine learning‐generated forecasts provide better forecasting quality and that portfolios that are constructed with these forecasts outperform their competing models resulting in economic gains. Analyzing the selection process, we show that information channels vary across forecasting horizon. Variable selection produces clusters and provides evidence that there are structural changes with regard to the significance of information channels.",Journal of Forecasting,2024,9,"Luo, Jiawen; Klein, Tony; Walther, Thomas; Ji, Qiang",https://doi.org/10.1002/for.3077,pass
crossref,10.1002/for.2922,Forecasting and trading Bitcoin with machine learning techniques and a hybrid volatility/sentiment leverage,"Abstract This paper explores the use of machine learning algorithms and narrative sentiments when applied to the task of forecasting and trading Bitcoin. The forecasting framework starts from the selection among 295 individual prediction models. Three machine learning approaches, namely, neural networks, support vector machines, and gradient boosting approach, are used to further improve the forecasting performance of individual models. By taking data‐snooping bias into account, three different metrics are applied to examine the forecasting ability of each model. Our results suggest that the machine learning techniques always outperform the best individual model whereas the gradient boosting framework has the best performance among all the models. Finally, a time‐varying leverage trading strategy combined with narrative sentiments and volatility is proposed to enhance trading performance. This suggests that the hybrid leverage strategy provides the highest Bitcoin profits consistently among all trading exercises.",Journal of Forecasting,2023,15,"Wei, Mingzhe; Sermpinis, Georgios; Stasinakis, Charalampos",https://doi.org/10.1002/for.2922,pass
crossref,10.1002/for.2841,Forecasting stock return volatility: The role of shrinkage approaches in a data‐rich environment,"Abstract This paper employs the prevailing shrinkage approaches, the lasso, adaptive lasso, elastic net, and ridge regression to predict stock return volatility with a large set of variables. The out‐of‐sample results reveal that shrinkage approaches exhibit superior performance relative to the benchmark of the autoregressive model and a series of competing models in terms of the out‐of‐sample R‐square and the model confidence set. By using shrinkage methods to allocate portfolio, a mean–variance investor can obtain significant economic gains. Overall, our findings confirm that shrinkage approaches can effectively improve stock return volatility forecasting in a data‐rich environment.",Journal of Forecasting,2022,45,"Dai, Zhifeng; Li, Tingyu; Yang, Mi",https://doi.org/10.1002/for.2841,pass
crossref,10.1002/for.2794,On stock volatility forecasting based on text mining and deep learning under high‐frequency data,"Abstract Few existing literatures used the text information of the public opinions as the input index for volatility forecasting. This paper uses the text comment information of stockholders to construct a text sentiment factor that integrates the influence of comments and then combines other transaction information on volatility forecasting based on high‐frequency finance data with the deep learning model long short‐term memory (LSTM). The study finds that under the framework of the LSTM model, the forecasting accuracy for the volatility with the sentiment index is better than that of the LSTM model without the sentiment index and 10 traditional econometric models under the six loss functions. When compared with the traditional econometric model for multistep forecasting, the LSTM model is robust. With the addition of the public opinion index, the accuracy of LSTM is improved by 9.3%, 4.7%, 6.2%, 9.2%, 7.9%, and 16.9%, respectively, under the six evaluation criteria. The research in this article provides a more accurate, robust, and sustainable method for volatility forecasting in the context of big data.",Journal of Forecasting,2021,27,"Lei, Bolin; Liu, Zhengdi; Song, Yuping",https://doi.org/10.1002/for.2794,pass
crossref,10.1002/for.2739,An empirical study on the role of trading volume and data frequency in volatility forecasting,"Abstract This research investigates the role of trading volume and data frequency in volatility forecasting by evaluating the performance of Generalized Autoregressive Conditional Heteroskedasticity Mixed‐Data Sampling (GARCH‐MIDAS), traditional GARCH, and intraday GARCH models. We take trading volume as the proxy for information flow and examine whether the Sequential Information Arrival Hypothesis (SIAH) is supported in the China stock market. The contributions of this study are as follows. (1) We provide a more consistent comparison to evaluate the forecasting ability of the MIDAS approach. (2) We extend the literature on the forecasting performance of trading volume to the GARCH‐MIDAS approach. (3) We present clear evidence to support that forecasting ability strongly relies upon data frequency. The empirical results show that: (1) GARCH‐MIDAS is not able to beat the traditional GARCH method when both are estimated by the same predictor sampled at different frequencies; (2) there is a positive relation between trading volume and volatility, but no clear evidence appears that SIAH holds in the China stock market; and (3) high‐frequency data are highly recommended for daily realized volatility (RV) forecasting, whereas intraday GARCH could significantly outperform traditional GARCH and GARCH‐MIDAS in volatility forecasting.",Journal of Forecasting,2021,34,"Liu, Min; Lee, Chien‐Chiang; Choo, Wei‐Chong",https://doi.org/10.1002/for.2739,pass
crossref,10.1002/for.2668,Forecasting stock volatility in the presence of extreme shocks: Short‐term and long‐term effects,"Abstract This paper introduces a novel generalized autoregressive conditional heteroskedasticity–mixed data sampling–extreme shocks (GARCH‐MIDAS‐ES) model for stock volatility to examine whether the importance of extreme shocks changes in different time ranges. Based on different combinations of the short‐ and long‐term effects caused by extreme events, we extend the standard GARCH‐MIDAS model to characterize the different responses of the stock market for short‐ and long‐term horizons, separately or in combination. The unique timespan of nearly 100 years of the Dow Jones Industrial Average (DJIA) daily returns allows us to understand the stock market volatility under extreme shocks from a historical perspective. The in‐sample empirical results clearly show that the DJIA stock volatility is best fitted to the GARCH‐MIDAS‐SLES model by including the short‐ and long‐term impacts of extreme shocks for all forecasting horizons. The out‐of‐sample results and robustness tests emphasize the significance of decomposing the effect of extreme shocks into short‐ and long‐term effects to improve the accuracy of the DJIA volatility forecasts.",Journal of Forecasting,2020,24,"Wang, Lu; Ma, Feng; Liu, Guoshan",https://doi.org/10.1002/for.2668,pass
crossref,10.1002/for.3146,Volatility forecasting incorporating intraday positive and negative jumps based on deep learning model,"Abstract Most existing studies on volatility forecasting have focused on interday characteristics and ignored intraday characteristics of high‐frequency data, especially the asymmetric impact of positive and negative jumps on volatility. In this paper, 5‐min high‐frequency data are used to construct realized volatility which is decomposed into continuous components and jump components with positive and negative directions. Then, this information is combined with the long short‐term memory model for the realized volatility prediction. The empirical analysis demonstrates that negative jumps resulting from negative news have a more significant impact on market volatility than positive jumps. Additionally, the long short‐term memory model, which incorporates positive and negative jump volatility, outperforms traditional econometric and machine learning models in predicting out‐of‐sample volatility. Furthermore, applying the prediction results to value at risk yields a better measurement effect than the generalized autoregressive conditional heteroskedasticity model.",Journal of Forecasting,2024,2,"Zhang, Yilun; Song, Yuping; Peng, Ying; Wang, Hanchao",https://doi.org/10.1002/for.3146,pass
crossref,10.1002/for.2989,Forecasting realized volatility of Bitcoin: The informative role of price duration,"Abstract Motivated by the relationship between trading intensity and volatility and the attractiveness of duration‐based volatility estimators, this paper investigates the ability of price duration to forecast realized volatility of Bitcoin. Using high‐frequency transaction data, trading intensity is measured by price duration and incorporated in the class of heterogeneous autoregressive (HAR) models. Results provide compelling evidence that trading intensity improves the forecasting performance of a highly competitive set of HAR models, commonly used in the literature. HAR extensions that incorporate price duration systematically deliver the lowest forecast errors and generate economically significant gains in volatility targeting exercise over multiple horizons. However, results show no evidence in favor of a unique duration‐augmented model. The predictive ability of price duration is supported by a number of robustness checks, including alternative estimation windows, bull and bear market states, and alternative thresholds that define price events.",Journal of Forecasting,2023,3,"Slim, Skander; Tabche, Ibrahim; Koubaa, Yosra; Osman, Mohamed; Karathanasopoulos, Andreas",https://doi.org/10.1002/for.2989,pass
crossref,10.1002/for.2807,Forecasting realized volatility of Chinese stock market: A simple but efficient truncated approach,"Abstract In this study, we propose a new family of the heterogeneous autoregressive realized volatility (HAR‐RV) models by considering truncated methods for predicting the RV in China's stock market. By adopting three types of critical values to recognize extremely large values of RV, we show that the modified models are simple but efficient to consistently deliver stronger in‐sample and out‐of‐sample forecasting performances than those of existing methods. Models that take truncated approaches into account can generate substantial economic gains in applications. We further provide evidence that the superiority of our proposed models is derived from the reduced variance of the measurement errors during days including truncated RVs. Additionally, the improved performances of the modified models still hold after considering the effects of jump components and leverage, as well as a wide range of extensions and robustness analyses.",Journal of Forecasting,2022,12,"Wen, Danyan; He, Mengxi; Zhang, Yaojie; Wang, Yudong",https://doi.org/10.1002/for.2807,pass
crossref,10.1002/for.2973,Forecasting stock volatility with a large set of predictors: A new forecast combination method,"Abstract This paper investigates how to improve the prediction accuracy of stock realized volatility using a large set of predictors. Exploiting normalized positive adjusted and significant statistic of predictor obtained from the in‐sample result as weight, we develop two simple and effective forecast combination methods. Using an array of 86 equity, bond, forex, futures, behavior, macroeconomic, and uncertainty predictors, we find that the proposed methodologies significantly improve stock realized volatility out‐of‐sample prediction performance relative to several extant forecast combinations. This result is robust for different individual forecast models, different dependent variables, and different out‐of‐sample periods. Furthermore, we explain that out‐of‐sample predictability varies significantly with changes in the number of predictors. And the existence of a strongly powerful volatility predictor affects this change.",Journal of Forecasting,2023,8,"Gong, Xue; Zhang, Weiguo; Zhao, Yuan; Ye, Xin",https://doi.org/10.1002/for.2973,pass
crossref,10.1002/for.70037,HyperVIX: A GWO‐Optimized ARIMA‐LSTM Hybrid Model for CBOE Volatility Index (VIX) Forecasting,"ABSTRACT This paper introduced HyperVIX, a novel hybrid framework that integrates ARIMA modeling, LSTM neural networks, and Gray Wolf Optimizer (GWO) to forecast the Chicago Board Options Exchange (CBOE) Volatility Index (VIX). Using a multilayered approach, HyperVIX first employs ARIMA to capture linear time series patterns, followed by LSTM networks that model the residuals to identify complex nonlinear relationships. The GWO algorithm optimizes the LSTM hyperparameters, enhancing the framework's ability to capture Volatility Index (VIX)'s intricate dynamics. Empirical analysis demonstrates that HyperVIX significantly outperforms both traditional and contemporary financial forecasting models in terms of accuracy and robustness. Compared to single models, HyperVIX achieves approximately 15%, 12%, and 10% improvements in root mean square error (RMSE), mean absolute error (MAE), and mean absolute percentage error (MAPE) metrics respectively, with the R 2 value increasing by about 5%. Notably, the model exhibits exceptional performance during extreme market volatility periods, making it particularly valuable for risk management applications. This research contributes to the literature by providing an innovative and effective method for VIX forecasting while offering valuable insights for financial market volatility analysis and investment strategy optimization.",Journal of Forecasting,2026,2,"Wu, Ran; Ahmed, Abdullahi D.; Abedin, Mohammad Zoynul; Zeng, Hongjun",https://doi.org/10.1002/for.70037,pass
crossref,10.1002/for.2546,Particle filtering of volatility dynamics for KOSPI200 and its sequential prediction,"Abstract This paper examines a method of filtering the volatility dynamics of the KOSPI200 index under a stochastic volatility model. This study applies a particle filter algorithm for sequential estimation of volatility dynamics. In order to improve our estimation, the cross‐asset class approach is adopted by adding option price information to the model. The entire estimation procedure including the derivation of theoretical option price is based on Bayesian Markov chain Monte Carlo methods, so the method presented in this paper can be applied to diversified volatility models. Through the simulation study, we confirm that this method can estimate unknown volatility dynamics correctly, and the use of additional option prices improves both the accuracy and efficiency of volatility filtering. The sequential one‐step‐ahead prediction of the distribution of the KOSPI 200 index and index option prices shows that the additional option price information also enhances the prediction performance.",Journal of Forecasting,2018,1,"Kwon, Tae Yeon",https://doi.org/10.1002/for.2546,pass
crossref,10.1002/for.2679,A detailed look at crude oil price volatility prediction using macroeconomic variables,"Abstract We investigate whether crude oil price volatility is predictable by conditioning on macroeconomic variables. We consider a large number of predictors, take into account the possibility that relative predictive performance varies over the out‐of‐sample period, and shed light on the economic drivers of crude oil price volatility. Results using monthly data from 1983:M1 to 2018:M12 document that variables related to crude oil production, economic uncertainty and variables that either describe the current stance or provide information about the future state of the economy forecast crude oil price volatility at the population level 1 month ahead. On the other hand, evidence of finite‐sample predictability is very weak. A detailed examination of our out‐of‐sample results using the fluctuation test suggests that this is because relative predictive performance changes drastically over the out‐of‐sample period. The predictive power associated with the more successful macroeconomic variables concentrates around the Great Recession until 2015. They also generate the strongest signal of a decrease in the price of crude oil towards the end of 2008.",Journal of Forecasting,2020,29,"Nonejad, Nima",https://doi.org/10.1002/for.2679,pass
crossref,10.1002/for.2813,Forecasting realized volatility of international REITs: The role of realized skewness and realized kurtosis,"Abstract We use an international dataset on 5‐min interval intraday data covering nine leading markets and regions to construct measures of realized volatility, realized jumps, realized skewness, and realized kurtosis of returns of international Real Estate Investment Trusts (REITs) over the daily period of September 2008 to August 2020. We study out‐of‐sample the predictive value of realized skewness and realized kurtosis for realized volatility over and above realized jumps, where we also differentiate between measures of “good” realized volatility and “bad” realized volatility. We find that realized skewness and realized kurtosis significantly improve forecasting performance at a daily, weekly, and monthly forecast horizon and that their contribution to forecasting performance outweighs in terms of significance the contribution of realized jumps. Our results have important implications for investors and policymakers.",Journal of Forecasting,2022,39,"Bonato, Matteo; Cepni, Oguzhan; Gupta, Rangan; Pierdzioch, Christian",https://doi.org/10.1002/for.2813,pass
crossref,10.1002/for.3036,Forecasting the volatility of crude oil futures: A time‐dependent weighted least squares with regularization constraint,"Abstract Parameter instability and model uncertainty are two key problems affecting forecasting outcomes. In this paper, we propose a time‐dependent weighted least squares with ridge constraint (TWLS‐Ridge) to solve the above two problems in the forecasting procedure. The new TWLS‐Ridge approach is applied to the heterogenous autoregressive realized volatility model and its various extensions. The empirical results suggest that TWLS‐Ridge produces more accurate volatility forecasts than several alternative models dealing with parameter instability and model uncertainty. The superior performance of TWLS‐Ridge is robust under different forecast horizons, evaluation periods, and loss functions. An investor with mean–variance preference can improve utility using TWLS‐Ridge forecasts of oil volatility instead of ordinary least squares model forecasts.",Journal of Forecasting,2024,0,"Geng, Qianjie; Hao, Xianfeng; Wang, Yudong",https://doi.org/10.1002/for.3036,pass
crossref,10.1002/for.3132,Hybrid forecasting of crude oil volatility index: The cross‐market effects of stock market jumps,"Abstract From the cross‐market perspective, this paper investigates crude oil volatility index (OVX) forecasts by proposing a hybrid method, which combines the data‐driven SVR technique and parametric models. In terms of parametric models, we utilize GARCH‐type models with jumps, and the forecasting effects of five non‐parametric jumps (including interday and intraday jump tests) of stock market are also explored. Empirical results show that our approach can substantially increase forecasting accuracy. In addition, the model confidence set test and robust test reaffirm the superiority of the novel hybrid method. From the assessment of economic significance, the advantages of the hybrid method for volatility index forecasting are further confirmed. All these findings imply that jumps of stock market can be helpful in forecasting OVX, especially after the introduction of the hybrid method. Our work can certainly provide a new insight for volatility forecasting and cross‐market research.",Journal of Forecasting,2024,4,"Jiang, Gongyue; Qiao, Gaoxiu; Wang, Lu; Ma, Feng",https://doi.org/10.1002/for.3132,pass
crossref,10.1002/for.3123,An infinite hidden Markov model with stochastic volatility,"Abstract This paper extends the Bayesian semiparametric stochastic volatility (SV‐DPM) model. Instead of using a Dirichlet process mixture (DPM) to model return innovations, we use an infinite hidden Markov model (IHMM). This allows for time variation in the return density beyond that attributed to parametric latent volatility. The new model nests several special cases as well as the SV‐DPM. We also discuss posterior and predictive density simulation methods for the model. Applied to equity returns, foreign exchange rates, oil price growth and industrial production growth, the new model improves density forecasts, compared with the SV‐DPM, a stochastic volatility with Student's innovations and other fat‐tailed volatility models.",Journal of Forecasting,2024,4,"Li, Chenxing; Maheu, John M.; Yang, Qiao",https://doi.org/10.1002/for.3123,pass
crossref,10.1002/for.3247,Forecasting Gold Volatility in an Uncertain Environment: The Roles of Large and Small Shock Sizes,"ABSTRACT In a complex and volatile macroeconomic environment, precious metals, which have the functions of preservation, appreciation, and hedging, play an important role in investment risk management. Therefore, this study adopts the extended GARCH‐MIDAS model to investigate the underlying connection between gold price volatility and different uncertain shocks. In this paper, we consider five uncertainty indicators and then decompose them into different states to capture their shock sizes. Next, we introduce uncertainty shocks into the MIDAS structure to test whether they contain relevant and valid information about gold price volatility forecasts. Specifically, parameter significance suggests a positive association between uncertain indicators and gold price volatility, but variability in the influence of their shock sizes on gold price volatility. Out‐of‐sample results present that the extended model that includes asymmetric shock sizes outperforms other competitive models. Besides, the model that includes large shock sizes exhibits better predictive performance than the model that includes small shocks. Finally, based on the empirical analyses, this paper provides new insights for the gold industry, futures exchanges, government regulators, and investors engaged in futures hedging to achieve risk control and financial stability in response to uncertain shocks.",Journal of Forecasting,2025,0,"Zhang, Li; Wang, Lu; Ji, Yu; Pan, Zhigang",https://doi.org/10.1002/for.3247,pass
crossref,10.1002/for.2577,Oil financialization and volatility forecast: Evidence from multidimensional predictors,"Abstract Using the generalized dynamic factor model, this study constructs three predictors of crude oil price volatility: a fundamental (physical) predictor, a financial predictor, and a macroeconomic uncertainty predictor. Moreover, an event‐triggered predictor is constructed using data extracted from Google Trends. We construct GARCH‐MIDAS (generalized autoregressive conditional heteroskedasticity–mixed‐data sampling) models combining realized volatility with the predictors to predict oil price volatility at different forecasting horizons. We then identify the predictive power of the realized volatility and the predictors by the model confidence set (MCS) test. The findings show that, among the four indexes, the financial predictor has the most predictive power for crude oil volatility, which provides strong evidence that financialization has been the key determinant of crude oil price behavior since the 2008 global financial crisis. In addition, the fundamental predictor, followed by the financial predictor, effectively forecasts crude oil price volatility in the long‐run forecasting horizons. Our findings indicate that the different predictors can provide distinct predictive information at the different horizons given the specific market situation. These findings have useful implications for market traders in terms of managing crude oil price risk.",Journal of Forecasting,2019,147,"Ma, Yan‐ran; Ji, Qiang; Pan, Jiaofeng",https://doi.org/10.1002/for.2577,pass
crossref,10.1002/for.2844,Parallel architecture of CNN‐bidirectional LSTMs for implied volatility forecast,"Abstract We propose a new forecast method based on artificial neural networks (ANNs), ensemble CNN‐BiLSTM, which is an ensemble of three CNN‐BiLSTMs constructed with the combination of Convolution Neural Network (CNN) and Bidirectional Long Short‐Term Memory (BiLSTM). The new forecast method effectively handles the strong long memory serial dependence feature of the daily VXN by the ensemble CNN‐BiLSTM together with proper normalization and batch size. The long memory features arising from time‐dependent mean and variance are largely reduced by normalizing the data with local mean and local standard deviation (SD). The batch size is determined by the optimal block length of the moving block bootstrap which reflects the long memory. The ensemble CNN‐BiLSTM concentrates on 1‐day, 1‐week, and 2‐week features of the normalized VXN data. An out‐of‐sample forecast comparison reveals that (i) the proposed ensemble CNN‐BiLSTM has better forecast performance than the autoregressive model, DNN, LSTM, BiLSTM, and individual CNN‐BiLSTMs; (ii) the local mean‐SD normalization has superior forecast performance to the standard global mean‐SD normalization; (iii) and the optimal block length improves the forecast performance over a batch size considered in the literature.",Journal of Forecasting,2022,12,"Choi, Ji‐Eun; Shin, Dong Wan",https://doi.org/10.1002/for.2844,pass
crossref,10.1002/for.3219,Forecasting the Realized Volatility of Stock Markets: The Roles of Jumps and Asymmetric Spillovers,"ABSTRACT This paper evaluates the roles of jump and sign‐asymmetry spillovers in forecasting the realized volatility in a large sample of 20 stock markets. We compare for the first time whether controlling for either the jumps or asymmetric spillovers into the heterogeneous autoregressive–realized volatility (HAR‐RV) model improves the forecasts over 1, 5 and 22 days. Before doing so, the spillovers predictors are generated. In analyzing the spillover process, we find that the US stock market remains the main net transmitter of shocks, and while China is relatively detached from the spillover linkages, such effects may be transmitted through Hong Kong, which is a significant receiver of shocks. The out‐of‐sample results reveal that the incorporation of jump spillovers improves forecast performance the most across a range of measures. This is more clearly demonstrated at the 22‐day forecasting horizon more notably in Europe, France, Germany, India, and the United Kingdom. Lastly, irrespective of the forecasting horizon, performing the predicting stability test uncovers significant improvements in the jump spillover–based model during periods of notable market stress such as the 2014–2016 oil price crash and COVID‐19. Overall, results suggest paying more attention to jump spillover while constructing international portfolios based on the realized volatility.",Journal of Forecasting,2025,1,"Al Rababaa, Abdel Razzaq; Mensi, Walid; McMillan, David; Kang, Sang Hoon",https://doi.org/10.1002/for.3219,pass
crossref,10.1002/for.3212,Combining Volatility Forecasts of Duration‐Dependent Markov‐Switching Models,"ABSTRACT Duration‐dependent Markov‐switching (DDMS) models require a user‐specified duration hyperparameter, for which there is currently no established procedure for estimation or testing. As a result, an ad‐hoc duration choice must be heuristically justified. This paper proposes a methodology for handling duration selection in DDMS models, with a focus on volatility forecasting. The main novelty lies in generating forecasts through model combination techniques. The idea is that the combined forecasts will be more robust to misspecification in selecting the duration structure, thus yielding more accurate forecasts. Additionally, the paper contributes to the literature by evaluating the out‐of‐sample volatility forecasting performance of DDMS models compared to benchmark conditional volatility models. Empirical analysis involves returns from three distinct asset classes: a cryptocurrency, a stock market index, and a foreign currency exchange rate. Various volatility proxies and robust loss functions are incorporated into our analysis. The results indicate that combined forecasts outperform individual models and, in some cases, are more accurate than GARCH and MS‐GARCH models. Furthermore, models with fixed duration typically underperform relative to the simple GARCH model, often resulting in test rejections.",Journal of Forecasting,2025,2,"Turatti, Douglas Eduardo; Mendes, Fernando Henrique de Paula e Silva; Mazzeu, João H. G.",https://doi.org/10.1002/for.3212,pass
crossref,10.1002/for.2622,Predictive ability and economic gains from volatility forecast combinations,"Abstract The availability of numerous modeling approaches for volatility forecasting leads to model uncertainty for both researchers and practitioners. A large number of studies provide evidence in favor of combination methods for forecasting a variety of financial variables, but most of them are implemented on returns forecasting and evaluate their performance based solely on statistical evaluation criteria. In this paper, we combine various volatility forecasts based on different combination schemes and evaluate their performance in forecasting the volatility of the S&amp;P 500 index. We use an exhaustive variety of combination methods to forecast volatility, ranging from simple techniques to time‐varying techniques based on the past performance of the single models and regression techniques. We then evaluate the forecasting performance of single and combination volatility forecasts based on both statistical and economic loss functions. The empirical analysis in this paper yields an important conclusion. Although combination forecasts based on more complex methods perform better than the simple combinations and single models, there is no dominant combination technique that outperforms the rest in both statistical and economic terms.",Journal of Forecasting,2020,12,"Fameliti, Stavroula P.; Skintzi, Vasiliki D.",https://doi.org/10.1002/for.2622,pass
crossref,10.1002/for.2839,Volatility forecasting for crude oil based on text information and deep learning PSO‐LSTM model,"Abstract In this paper, a method to forecast the volatility of crude oil market based on text mining technology and deep learning model is proposed. First, the text mining technology is used to construct the textual features hidden in the news headlines of crude oil market, including the emotional polarity score, investor sentiment classification, and risk factors. Then the textual features with other features reflecting fluctuations of the crude oil market are combined as inputs of the deep learning long short‐term memory (LSTM) model for better forecasting results. Furthermore, the particle swarm optimization (PSO) is used to optimize the hyper‐parameters of the deep learning LSTM model to further improve the forecasting ability. The results in this study show that the LSTM model optimized by PSO algorithm has reduced 7.66%, 8.15%, 8.2%, 10.93%, and 23.46% on the mean absolute error (MAE) of crude oil volatility forecasting compared with other models. And it is more stable in multiple‐step forecasting results compared with the econometric model. In addition, compared with the PSO‐LSTM model without textual features, the forecasting accuracy of the PSO‐LSTM model with textual features has reduced by 6.77% and 5.12% in the MAE and the mean square error (MSE), respectively.",Journal of Forecasting,2022,36,"Jiao, Xingrui; Song, Yuping; Kong, Yang; Tang, Xiaolong",https://doi.org/10.1002/for.2839,pass
crossref,10.1002/for.3049,Volatility forecasting for stock market index based on complex network and hybrid deep learning model,"Abstract The existing literature on the volatility forecasting less considered the co‐movement among stock markets from the spatial dimension. This paper builds the hybrid convolutional neural networks (CNNs)–gated recurrent unit (GRU) model for volatility forecasting under high frequency financial data based on transaction information and the topological characteristics constructed through the complex network of multi‐market symbol patterns. The hybrid neural network CNN‐GRU combines the advantages of CNN automatically extracting features for the input indicators and GRU processing long and short‐term serially dependent features, which can better improve the forecasting accuracy. The empirical results show that with the integration of topological characteristics as the indicators based on complex network, the deep learning model has a significant improvement of one‐step and multi‐step volatility forecasting accuracy for the China's and the US stock markets. The research in this paper provides a complete index system from the spatial dimension and a more accurate and robust volatility forecasting method under the high‐frequency financial data.",Journal of Forecasting,2024,9,"Song, Yuping; Lei, Bolin; Tang, Xiaolong; Li, Chen",https://doi.org/10.1002/for.3049,pass
crossref,10.1002/for.2899,Volatility forecasting for stock market incorporating macroeconomic variables based on GARCH‐MIDAS and deep learning models,"Abstract Empirical experiments have shown that macroeconomic variables can affect the volatility of stock market. However, the frequencies of macroeconomic variables are low and different from the stock market volatility, and few literature considers the low‐frequency macroeconomic variables as input indicators for deep learning models. In this paper, we forecast the stock market volatility incorporating low‐frequency macroeconomic variables based on a hybrid model integrating the deep learning method with generalized autoregressive conditional heteroskedasticity and mixed data sampling (GARCH‐MIDAS) model to process the mixing frequency data. This paper firstly takes macroeconomic variables as exogenous variables then uses the GARCH‐MIDAS model to deal with the problem of different frequencies between the macroeconomic variables and stock market volatility and to forecast the short‐term volatility and finally takes the predicted short‐term volatility as the input indicator into machine learning and deep learning models to forecast the realized volatility of stock market. It is found that adding macroeconomic variables can significantly improve the forecasting ability in the comparison of the forecasting effects of the same model before and after adding the macroeconomic variables. Additionally, in the comparison of the forecasting effects among different models, it is also found that the forecasting effect of the deep learning model is the best, the machine learning model is worse, and the traditional econometric model is the worst.",Journal of Forecasting,2023,43,"Song, Yuping; Tang, Xiaolong; Wang, Hemin; Ma, Zhiren",https://doi.org/10.1002/for.2899,pass
crossref,10.1002/for.2800,Mixed‐frequency forecasting of crude oil volatility based on the information content of global economic conditions,"Abstract This paper subjects six alternative indicators of global economic activity to empirically examine their relative predictive powers in the forecast of crude oil market volatility. GARCH‐MIDAS approach is constructed to accommodate all the relevant series at their available data frequencies, thereby circumventing information loss and any associated bias. We find evidence in support of global economic activity as a good predictor of energy market volatility. Our forecast evaluation of the various indicators places a higher weight on the newly developed indicator of global economic activity which is based on a set of 16 variables covering multiple dimensions of the global economy, whereas other indicators do not seem to capture. Furthermore, we find that accounting for any inherent asymmetry in the global economic activity proxies improves the forecast accuracy of the GARCH‐MIDAS‐X model for oil volatility. The results leading to these conclusions are robust to multiple forecast horizons and consistent across alternative energy sources.",Journal of Forecasting,2022,51,"Salisu, Afees A.; Gupta, Rangan; Bouri, Elie; Ji, Qiang",https://doi.org/10.1002/for.2800,pass
crossref,10.1002/for.2752,"Forecasting China's Crude Oil Futures Volatility: The Role of the Jump, Jumps Intensity, and Leverage Effect","Abstract This study explores the forecasting ability of jump, jump intensity, and leverage effect for an emerging futures market, China's crude oil futures market, using different kinds of HAR‐type models. From an in‐sample perspective, we find that the HAR components, monthly leverage effect, jump size, and jump intensity have positive effects on future oil volatility. Moreover, out‐of‐sample results show that a forecasting model with jump and jump intensity cannot only achieve a superior forecasting performance under low volatility level but also increase the economic value. Subsequently, we examine the effect of decompositions of jump information, the results show signed jump components can improve the accuracy. Finally, we extend our empirical analysis considering different forecast horizons, COVID‐19 pandemic, and different trading hours. Our empirical results are robust and consistent.",Journal of Forecasting,2021,21,"Wang, Jiqian; Ma, Feng; Wahab, M.I.M.; Huang, Dengshi",https://doi.org/10.1002/for.2752,pass
crossref,10.1002/for.2796,Singular spectrum analysis for value at risk in stochastic volatility models,"Abstract Estimation of the value at risk (V a R) requires prediction of the future volatility. Whereas this is a simple task in ARCH and related models, it becomes much more complicated in stochastic volatility (SV) processes where the volatility is a function of a latent variable that is not observable. In‐sample (present and past values) and out‐of‐sample (future values) predictions of that unobservable variable are thus necessary. This paper proposes singular spectrum analysis (SSA), which is a fully nonparametric technique that can be used for both purposes. A combination of traditional forecasting techniques and SSA is also considered to estimate the V a R. Their performance is assessed in an extensive Monte Carlo and with an application to a daily series of S&amp;P500 returns.",Journal of Forecasting,2022,1,"Arteche, Josu; García‐Enríquez, Javier",https://doi.org/10.1002/for.2796,pass
